HGNC ID	Approved Symbol	Approved Name	Previous Symbols	Synonyms
HGNC:50205	MIR6877	microRNA 6877		hsa-mir-6877
HGNC:50269	MIR6878	microRNA 6878		hsa-mir-6878
HGNC:49957	MIR6879	microRNA 6879		hsa-mir-6879
HGNC:50187	MIR6880	microRNA 6880		hsa-mir-6880
HGNC:50098	MIR6881	microRNA 6881		hsa-mir-6881
HGNC:49928	MIR6882	microRNA 6882		hsa-mir-6882
HGNC:50019	MIR6883	microRNA 6883		hsa-mir-6883
HGNC:50091	MIR6884	microRNA 6884		hsa-mir-6884
HGNC:50221	MIR6885	microRNA 6885		hsa-mir-6885
HGNC:50121	MIR6886	microRNA 6886		hsa-mir-6886
HGNC:50065	MIR6887	microRNA 6887		hsa-mir-6887
HGNC:50071	MIR6888	microRNA 6888		hsa-mir-6888
HGNC:50014	MIR6889	microRNA 6889		hsa-mir-6889
HGNC:49990	MIR6890	microRNA 6890		hsa-mir-6890
HGNC:50243	MIR6891	microRNA 6891		hsa-mir-6891
HGNC:50053	MIR6892	microRNA 6892		hsa-mir-6892
HGNC:50130	MIR6893	microRNA 6893		hsa-mir-6893
HGNC:49938	MIR6894	microRNA 6894		hsa-mir-6894
HGNC:50210	MIR6895	microRNA 6895		hsa-mir-6895
HGNC:50085	MIR7106	microRNA 7106		hsa-mir-7106
HGNC:50006	MIR7107	microRNA 7107		hsa-mir-7107
HGNC:49998	MIR7108	microRNA 7108		hsa-mir-7108
HGNC:50122	MIR7109	microRNA 7109		hsa-mir-7109
HGNC:50024	MIR7110	microRNA 7110		hsa-mir-7110
HGNC:50073	MIR7111	microRNA 7111		hsa-mir-7111
HGNC:50149	MIR7112	microRNA 7112	MIR7112-2, MIR7112-1	hsa-mir-7112-2, hsa-mir-7112-1
HGNC:50246	MIR7112-2~withdrawn	symbol withdrawn, see MIR7112		
HGNC:49947	MIR7113	microRNA 7113		hsa-mir-7113
HGNC:50157	MIR7114	microRNA 7114		hsa-mir-7114
HGNC:49982	MIR7150	microRNA 7150		hsa-mir-7150
HGNC:50170	MIR7151	microRNA 7151		hsa-mir-7151
HGNC:50257	MIR7152	microRNA 7152		hsa-mir-7152
HGNC:50190	MIR7153	microRNA 7153		hsa-mir-7153
HGNC:49972	MIR7154	microRNA 7154		hsa-mir-7154
HGNC:50005	MIR7155	microRNA 7155		hsa-mir-7155
HGNC:50023	MIR7156	microRNA 7156		hsa-mir-7156
HGNC:50010	MIR7157	microRNA 7157		hsa-mir-7157
HGNC:49971	MIR7158	microRNA 7158		hsa-mir-7158
HGNC:49978	MIR7159	microRNA 7159		hsa-mir-7159
HGNC:50028	MIR7160	microRNA 7160		hsa-mir-7160
HGNC:49985	MIR7161	microRNA 7161		hsa-mir-7161
HGNC:50189	MIR7162	microRNA 7162		hsa-mir-7162
HGNC:49839	MIR7515	microRNA 7515		hsa-mir-7515
HGNC:49838	MIR7515HG	MIR7515 host gene		
HGNC:49995	MIR7641-1	microRNA 7641-1		hsa-mir-7641-1
HGNC:50214	MIR7641-2	microRNA 7641-2		hsa-mir-7641-2
HGNC:50216	MIR7702	microRNA 7702		hsa-mir-7702
HGNC:50271	MIR7703	microRNA 7703		hsa-mir-7703
HGNC:50089	MIR7704	microRNA 7704		hsa-mir-7704
HGNC:50143	MIR7705	microRNA 7705		hsa-mir-7705
HGNC:50110	MIR7706	microRNA 7706		hsa-mir-7706
HGNC:50074	MIR7843	microRNA 7843		hsa-mir-7843
HGNC:50044	MIR7844	microRNA 7844		hsa-mir-7844
HGNC:50267	MIR7845	microRNA 7845		hsa-mir-7845
HGNC:50029	MIR7846	microRNA 7846		hsa-mir-7846
HGNC:50153	MIR7847	microRNA 7847		hsa-mir-7847
HGNC:50058	MIR7848	microRNA 7848		hsa-mir-7848
HGNC:50166	MIR7849	microRNA 7849		hsa-mir-7849
HGNC:50118	MIR7850	microRNA 7850		hsa-mir-7850
HGNC:50127	MIR7851	microRNA 7851		hsa-mir-7851
HGNC:50201	MIR7852	microRNA 7852		hsa-mir-7852
HGNC:49933	MIR7853	microRNA 7853		hsa-mir-7853
HGNC:50047	MIR7854	microRNA 7854		hsa-mir-7854
HGNC:50244	MIR7855	microRNA 7855		hsa-mir-7855
HGNC:50268	MIR7856	microRNA 7856		hsa-mir-7856
HGNC:50040	MIR7973-1	microRNA 7973-1		hsa-mir-7973-1
HGNC:50080	MIR7973-2	microRNA 7973-2		hsa-mir-7973-2
HGNC:49992	MIR7974	microRNA 7974		hsa-mir-7974
HGNC:49967	MIR7975	microRNA 7975		hsa-mir-7975
HGNC:50092	MIR7976	microRNA 7976		hsa-mir-7976
HGNC:49969	MIR7977	microRNA 7977		hsa-mir-7977
HGNC:50113	MIR7978	microRNA 7978		hsa-mir-7978
HGNC:50252	MIR8052	microRNA 8052		hsa-mir-8052
HGNC:50137	MIR8053	microRNA 8053		hsa-mir-8053
HGNC:50177	MIR8054	microRNA 8054		hsa-mir-8054
HGNC:50241	MIR8055	microRNA 8055		hsa-mir-8055
HGNC:49948	MIR8056	microRNA 8056		hsa-mir-8056
HGNC:49960	MIR8057	microRNA 8057		hsa-mir-8057
HGNC:50018	MIR8058	microRNA 8058		hsa-mir-8058
HGNC:50068	MIR8059	microRNA 8059		hsa-mir-8059
HGNC:50180	MIR8060	microRNA 8060		hsa-mir-8060
HGNC:50077	MIR8061	microRNA 8061		hsa-mir-8061
HGNC:49975	MIR8062	microRNA 8062		hsa-mir-8062
HGNC:50088	MIR8063	microRNA 8063		hsa-mir-8063
HGNC:50236	MIR8064	microRNA 8064		hsa-mir-8064
HGNC:49959	MIR8065	microRNA 8065		hsa-mir-8065
HGNC:50043	MIR8066	microRNA 8066		hsa-mir-8066
HGNC:49934	MIR8067	microRNA 8067		hsa-mir-8067
HGNC:50238	MIR8068	microRNA 8068		hsa-mir-8068
HGNC:50262	MIR8069-1	microRNA 8069-1	MIR8069	hsa-mir-8069
HGNC:50836	MIR8069-2	microRNA 8069-2		
HGNC:50274	MIR8070	microRNA 8070		hsa-mir-8070
HGNC:50041	MIR8071-1	microRNA 8071-1		hsa-mir-8071-1
HGNC:49958	MIR8071-2	microRNA 8071-2		hsa-mir-8071-2
HGNC:50174	MIR8072	microRNA 8072		hsa-mir-8072
HGNC:50131	MIR8073	microRNA 8073		hsa-mir-8073
HGNC:50105	MIR8074	microRNA 8074		hsa-mir-8074
HGNC:50172	MIR8075	microRNA 8075		hsa-mir-8075
HGNC:49997	MIR8076	microRNA 8076		hsa-mir-8076
HGNC:50266	MIR8077	microRNA 8077		hsa-mir-8077
HGNC:50102	MIR8078	microRNA 8078		hsa-mir-8078
HGNC:50021	MIR8079	microRNA 8079		hsa-mir-8079
HGNC:49989	MIR8080	microRNA 8080		hsa-mir-8080
HGNC:50123	MIR8081	microRNA 8081		hsa-mir-8081
HGNC:50111	MIR8082	microRNA 8082		hsa-mir-8082
HGNC:50211	MIR8083	microRNA 8083		hsa-mir-8083
HGNC:50075	MIR8084	microRNA 8084		hsa-mir-8084
HGNC:50120	MIR8085	microRNA 8085		hsa-mir-8085
HGNC:50107	MIR8086	microRNA 8086		hsa-mir-8086
HGNC:50059	MIR8087	microRNA 8087		hsa-mir-8087
HGNC:50167	MIR8088	microRNA 8088		hsa-mir-8088
HGNC:50196	MIR8089	microRNA 8089		hsa-mir-8089
HGNC:50839	MIR8485	microRNA 8485		
HGNC:50841	MIR9500	microRNA 9500		
HGNC:31476	MIRLET7A1	microRNA let-7a-1	MIRNLET7A1	hsa-let-7a-1
HGNC:31477	MIRLET7A2	microRNA let-7a-2	MIRNLET7A2	hsa-let-7a-2
HGNC:31478	MIRLET7A3	microRNA let-7a-3	MIRNLET7A3	hsa-let-7a-3
HGNC:31479	MIRLET7B	microRNA let-7b	MIRNLET7B	hsa-let-7b
HGNC:37189	MIRLET7BHG	MIRLET7B host gene		linc-Ppara
HGNC:31480	MIRLET7C	microRNA let-7c	MIRNLET7C	hsa-let-7c
HGNC:31481	MIRLET7D	microRNA let-7d	MIRNLET7D	hsa-let-7d
HGNC:37186	MIRLET7DHG	MIRLET7D host gene		
HGNC:31482	MIRLET7E	microRNA let-7e	MIRNLET7E	hsa-let-7e
HGNC:31483	MIRLET7F1	microRNA let-7f-1	MIRNLET7F1	hsa-let-7f-1
HGNC:31484	MIRLET7F2	microRNA let-7f-2	MIRNLET7F2	hsa-let-7f-2
HGNC:31485	MIRLET7G	microRNA let-7g	MIRNLET7G	hsa-let-7g
HGNC:31486	MIRLET7I	microRNA let-7i	MIRNLET7I	hsa-let-7i
HGNC:31633	MIRN321~withdrawn	entry withdrawn		
HGNC:32816	MIRN560~withdrawn	entry withdrawn		
HGNC:32821	MIRN565~withdrawn	entry withdrawn		
HGNC:32850	MIRN594~withdrawn	entry withdrawn		
HGNC:33633	MIRN672~withdrawn	entry withdrawn		
HGNC:33646	MIRN674~withdrawn	entry withdrawn		
HGNC:33142	MIRN768~withdrawn	symbol withdrawn, see SNORD71		
HGNC:33144	MIRN801~withdrawn	entry withdrawn		
HGNC:33637	MIRN871~withdrawn	entry withdrawn		
HGNC:33657	MIRN872~withdrawn	entry withdrawn		
HGNC:24967	MIS12	MIS12 kinetochore complex component		MGC2488, hMIS12, KNTC2AP, MTW1
HGNC:1286	MIS18A	MIS18 kinetochore protein A	C21orf46, C21orf45	B28, FASP1, hMis18alpha
HGNC:40106	MIS18A-AS1	MIS18A antisense RNA 1		
HGNC:20190	MIS18BP1	MIS18 binding protein 1	C14orf106	M18BP1, FLJ11186, KIAA1903, KNL2
HGNC:27000	MISP	mitotic spindle positioning	C19orf21	DKFZp686H18209, Caprice
HGNC:25207	MITD1	microtubule interacting and trafficking domain containing 1		LOC129531
HGNC:7105	MITF	microphthalmia-associated transcription factor	WS2A, WS2	MI, bHLHe32
HGNC:13363	MIXL1	Mix paired-like homeobox		MILD1, MIXL
HGNC:7107	MKI67	marker of proliferation Ki-67		MIB-, PPP1R105
HGNC:49230	MKI67P1	marker of proliferation Ki-67 pseudogene 1		
HGNC:7108	MKKS	McKusick-Kaufman syndrome	BBS6	
HGNC:14334	MKL1	megakaryoblastic leukemia (translocation) 1		KIAA1438, MAL, MRTF-A, BSAC
HGNC:29819	MKL2	MKL1/myocardin like 2		MRTF-B, FLJ31823
HGNC:7109	MKLN1	muskelin 1		TWA2
HGNC:40374	MKLN1-AS	MKLN1 antisense RNA	MKLN1-AS2	
HGNC:7110	MKNK1	MAP kinase interacting serine/threonine kinase 1		MNK1
HGNC:44129	MKNK1-AS1	MKNK1 antisense RNA 1		
HGNC:7111	MKNK2	MAP kinase interacting serine/threonine kinase 2	GPRK7	MNK2
HGNC:44970	MKNK2P1	MAP kinase interacting serine/threonine kinase 2 pseudogene 1		
HGNC:7112	MKRN1	makorin ring finger protein 1		RNF61
HGNC:7113	MKRN2	makorin ring finger protein 2		RNF62, HSPC070
HGNC:40375	MKRN2OS	MKRN2 opposite strand	MKRN2-AS1, C3orf83	
HGNC:7114	MKRN3	makorin ring finger protein 3	ZNF127, D15S9	RNF63, ZFP127, MGC88288
HGNC:12910	MKRN3-AS1	MKRN3 antisense RNA 1	ZNF127AS, MKRN3AS, MKRN3-AS	FNZ127, NCRNA00009, ZNF127-AS
HGNC:7115	MKRN4P	makorin ring finger protein 4, pseudogene	ZNF127L1, MKRN4, MKRNP5	ZNF-Xp, RNF64
HGNC:7117	MKRN5P	makorin ring finger protein 5, pseudogene	ZNF127L2, MKRNP1	ZNF-Xq
HGNC:7118	MKRN6P	makorin ring finger protein 6, pseudogene	MKRNP2	
HGNC:7119	MKRN7P	makorin ring finger protein 7, pseudogene	ZNF127L5, MKRNP3	
HGNC:7120	MKRN8P	makorin ring finger protein 8, pseudogene	ZNF127L4, MKRNP4	LOC391033
HGNC:7116	MKRN9P	makorin ring finger protein 9, pseudogene	ZNF127L3, MKRN5, MKRNP6	MKRN9, RNF65
HGNC:7121	MKS1	Meckel syndrome, type 1	MKS	FLJ20345, POC12, BBS13
HGNC:7122	MKS2~withdrawn	symbol withdrawn, see TMEM216		
HGNC:29444	MKS3~withdrawn	symbol withdrawn, see TMEM67		
HGNC:23729	MKX	mohawk homeobox	C10orf48, IRXL1	MGC39616
HGNC:50686	MKX-AS1	MKX antisense RNA 1		
HGNC:7123	MLA1~withdrawn	symbol withdrawn, see CD63		
HGNC:7124	MLANA	melan-A		MART1
HGNC:17082	MLC1	megalencephalic leukoencephalopathy with subcortical cysts 1		MLC, KIAA0027, LVM, VL
HGNC:28973	MLEC	malectin	KIAA0152	
HGNC:51122	MLECP1	malectin pseudogene 1		
HGNC:7125	MLF1	myeloid leukemia factor 1		
HGNC:7126	MLF2	myeloid leukemia factor 2		NTN4
HGNC:7127	MLH1	mutL homolog 1	COCA2	HNPCC, FCC2, HNPCC2
HGNC:7128	MLH3	mutL homolog 3		
HGNC:21355	MLIP	muscular LMNA-interacting protein	C6orf142	MGC18257
HGNC:40963	MLIP-AS1	MLIP antisense RNA 1		
HGNC:41461	MLIP-IT1	MLIP intronic transcript 1		
HGNC:7129	MLK1~withdrawn	symbol withdrawn, see MAP3K9		
HGNC:7130	MLK2~withdrawn	symbol withdrawn, see MAP3K10		
HGNC:7131	MLK3~withdrawn	symbol withdrawn, see MAP3K11		
HGNC:27935	MLK7-AS1	MLK7 antisense RNA 1		
HGNC:26617	MLKL	mixed lineage kinase domain-like		FLJ34389
HGNC:23823	MLL3P~withdrawn	symbol withdrawn, see BAGE4		
HGNC:7134	MLLT1	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 1		ENL, LTG19, YEATS1
HGNC:7136	MLLT3	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3		AF-9, AF9, YEATS3
HGNC:7137	MLLT4	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 4		AF-6, AF6
HGNC:21236	MLLT4-AS1	MLLT4 antisense RNA 1 (head to head)	C6orf124	HGC6.4, dJ431P23.3
HGNC:7138	MLLT6	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 6		AF17, FLJ23480
HGNC:16063	MLLT10	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10		AF10
HGNC:15794	MLLT10P1	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10 pseudogene 1	MLLT10L	bA348I14.3
HGNC:39141	MLLT10P2	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10 pseudogene 2		
HGNC:16997	MLLT11	myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11		AF1Q
HGNC:7140	MLM~withdrawn	symbol withdrawn, see CDKN2A		
HGNC:7141	MLN	motilin		
HGNC:4495	MLNR	motilin receptor	GPR38	
HGNC:29643	MLPH	melanophilin		l1Rk3, l(1)-3Rk, Slac-2a, ln, exophilin-3
HGNC:7143	MLPL1~withdrawn	entry withdrawn		
HGNC:7144	MLR~withdrawn	symbol withdrawn, see NR3C2		
HGNC:24825	MLST8	MTOR associated protein, LST8 homolog		Lst8, Pop3, GBL, GbetaL
HGNC:7145	MLS~withdrawn	symbol withdrawn, see HCCS		
HGNC:7147	MLT~withdrawn	symbol withdrawn, see MALT1		
HGNC:7148	MLVAR~withdrawn	symbol withdrawn, see SLC20A2		
HGNC:7149	MLVI2~withdrawn	entry withdrawn		
HGNC:11645	MLX	MLX, MAX dimerization protein	TCFL4	MAD7, MXD7, bHLHd13
HGNC:17055	MLXIP	MLX interacting protein		MONDOA, KIAA0867, MIR, bHLHe36
HGNC:12744	MLXIPL	MLX interacting protein like	WBSCR14	WS-bHLH, MIO, CHREBP, MONDOB, bHLHd14
HGNC:7150	MLYCD	malonyl-CoA decarboxylase		MCD, hMCD
HGNC:18871	MMAA	methylmalonic aciduria (cobalamin deficiency) cblA type		cblA
HGNC:19331	MMAB	methylmalonic aciduria (cobalamin deficiency) cblB type		cblB, CFAP23
HGNC:24525	MMACHC	methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria		DKFZP564I122, cblC
HGNC:25221	MMADHC	methylmalonic aciduria and homocystinuria, cblD type	C2orf25	CL25022, cblD
HGNC:7152	MMC~withdrawn	entry withdrawn		
HGNC:7153	MMD	monocyte to macrophage differentiation-associated		MMA, PAQR11
HGNC:30133	MMD2	monocyte to macrophage differentiation associated 2		PAQR10
HGNC:7154	MME	membrane metallo-endopeptidase		CALLA, CD10, NEP
HGNC:40376	MME-AS1	MME antisense RNA 1		
HGNC:14668	MMEL1	membrane metallo-endopeptidase-like 1	MMEL2	SEP, NL1, NL2, NEPII
HGNC:14664	MMEL2~withdrawn	symbol withdrawn, see MMEL1		
HGNC:28100	MMGT1	membrane magnesium transporter 1	TMEM32	EMC5
HGNC:7155	MMP1	matrix metallopeptidase 1	CLG	
HGNC:7166	MMP2	matrix metallopeptidase 2	CLG4, CLG4A	TBE-1
HGNC:7173	MMP3	matrix metallopeptidase 3	STMY1, STMY	
HGNC:7174	MMP7	matrix metallopeptidase 7	MPSL1	PUMP-1
HGNC:7175	MMP8	matrix metallopeptidase 8	CLG1	
HGNC:7176	MMP9	matrix metallopeptidase 9	CLG4B	
HGNC:7156	MMP10	matrix metallopeptidase 10	STMY2	
HGNC:7157	MMP11	matrix metallopeptidase 11	STMY3	
HGNC:7158	MMP12	matrix metallopeptidase 12		HME
HGNC:7159	MMP13	matrix metallopeptidase 13		CLG3
HGNC:7160	MMP14	matrix metallopeptidase 14		MT1-MMP
HGNC:7161	MMP15	matrix metallopeptidase 15		MT2-MMP, MTMMP2, SMCP-2
HGNC:7162	MMP16	matrix metallopeptidase 16	C8orf57	MT3-MMP, DKFZp761D112
HGNC:7163	MMP17	matrix metallopeptidase 17		MT4-MMP
HGNC:7164	MMP18~withdrawn	symbol withdrawn, see MMP19		
HGNC:7165	MMP19	matrix metallopeptidase 19	MMP18	RASI-1
HGNC:7167	MMP20	matrix metallopeptidase 20		
HGNC:14357	MMP21	matrix metallopeptidase 21		
HGNC:7168	MMP21~withdrawn	symbol withdrawn, see MMP23A		
HGNC:7169	MMP22~withdrawn	symbol withdrawn, see MMP23B		
HGNC:7170	MMP23A	matrix metallopeptidase 23A (pseudogene)	MMP21	MIFR
HGNC:7171	MMP23B	matrix metallopeptidase 23B	MMP22	MIFR, MIFR-1
HGNC:7172	MMP24	matrix metallopeptidase 24		MT5-MMP
HGNC:44421	MMP24-AS1	MMP24 antisense RNA 1		
HGNC:14246	MMP25	matrix metallopeptidase 25	MMPL1, MMP20	MT6-MMP
HGNC:51372	MMP25-AS1	MMP25 antisense RNA 1		
HGNC:14249	MMP26	matrix metallopeptidase 26		endometase, MGC126590, MGC126592
HGNC:14250	MMP27	matrix metallopeptidase 27		
HGNC:14366	MMP28	matrix metallopeptidase 28		MMP-25, MM28, EPILYSIN, MMP-28
HGNC:7177	MMPL1~withdrawn	symbol withdrawn, see MMP25		
HGNC:7178	MMRN1	multimerin 1	MMRN	ECM, EMILIN4, GPIa*
HGNC:19888	MMRN2	multimerin 2	EMILIN3	EndoGlyx-1, FLJ13465
HGNC:13824	MMS19	MMS19 homolog, cytosolic iron-sulfur assembly component	MMS19L	MET18, hMMS19
HGNC:21475	MMS22L	MMS22 like, DNA repair protein	C6orf167	dJ39B17.2
HGNC:19144	MMVP1	myxomatous mitral valve prolapse 1		
HGNC:19145	MMVP2	myxomatous mitral valve prolapse 2		
HGNC:7180	MN1	meningioma (disrupted in balanced translocation) 1	MGCR	MGCR1-PEN, MGCR1
HGNC:7181	MNAT1	MNAT1, CDK activating kinase assembly factor		MAT1, RNF66
HGNC:7182	MNBH~withdrawn	symbol withdrawn, see DYRK1A		
HGNC:24839	MND1	meiotic nuclear divisions 1		GAJ
HGNC:7183	MNDA	myeloid cell nuclear differentiation antigen		PYHIN3
HGNC:7184	MNG1~withdrawn	symbol withdrawn, see DICER1		
HGNC:7185	MNGIE~withdrawn	symbol withdrawn, see TYMP		
HGNC:7186	MNK~withdrawn	symbol withdrawn, see ATP7A		
HGNC:29636	MNS1	meiosis specific nuclear structural 1		FLJ11222, SPATA40
HGNC:7187	MNS~withdrawn	symbol withdrawn, see GYPA and GYPB		
HGNC:7188	MNT	MAX network transcriptional repressor		ROX, MXD6, MAD6, bHLHd3
HGNC:4979	MNX1	motor neuron and pancreas homeobox 1	HLXB9	HB9, HOXHB9, SCRA1
HGNC:48954	MNX1-AS1	MNX1 antisense RNA 1 (head to head)		
HGNC:40278	MNX1-AS2	MNX1 antisense RNA 2		
HGNC:16658	MOAP1	modulator of apoptosis 1		MAP-1, PNMA4
HGNC:16015	MOB1A	MOB kinase activator 1A	C2orf6, MOBK1B, MOBKL1B	FLJ10788, MOB1, FLJ11595, Mob4B, Mats1
HGNC:42638	MOB1AP1	MOB kinase activator 1A pseudogene 1	MOBKL1BP1	
HGNC:42639	MOB1AP2	MOB kinase activator 1A pseudogene 2	MOBKL1BP2	
HGNC:29801	MOB1B	MOB kinase activator 1B	MOBKL1A	MOB4A
HGNC:24904	MOB2	MOB kinase activator 2		HCCA2
HGNC:29802	MOB3A	MOB kinase activator 3A	MOBKL2A	MOB1C, MOB-LAK, moblak
HGNC:23825	MOB3B	MOB kinase activator 3B	MOBKL2B, C9orf35	MOB1D, FLJ13204
HGNC:29800	MOB3C	MOB kinase activator 3C	MOBKL2C	MOB1E
HGNC:17261	MOB4	MOB family member 4, phocein	PREI3, MOBKL3	MOB3, DKFZP564M112, CGI-95, 2C4D, PHOCN
HGNC:7189	MOBP	myelin-associated oligodendrocyte basic protein		
HGNC:18234	MOCOS	molybdenum cofactor sulfurase		HMCS, FLJ20733, MOS
HGNC:7190	MOCS1	molybdenum cofactor synthesis 1		MOCOD
HGNC:7191	MOCS1P1	molybdenum cofactor synthesis 1 pseudogene 1	MOCS1P2	
HGNC:7192	MOCS1P2~withdrawn	symbol withdrawn, see MOCS1P1		
HGNC:7193	MOCS2	molybdenum cofactor synthesis 2		MOCO1
HGNC:15765	MOCS3	molybdenum cofactor synthesis 3		UBA4, dJ914P20.3
HGNC:20021	MOCS3P1	molybdenum cofactor synthesis 3 pseudogene 1	MOCS3P	
HGNC:39444	MOCS3P2	molybdenum cofactor synthesis 3 pseudogene 2		
HGNC:7194	MODY1~withdrawn	symbol withdrawn, see HNF4A		
HGNC:7195	MODY2~withdrawn	symbol withdrawn, see GCK		
HGNC:7196	MODY3~withdrawn	symbol withdrawn, see HNF1A		
HGNC:7197	MOG	myelin oligodendrocyte glycoprotein		BTN6, BTNL11
HGNC:18210	MOGAT1	monoacylglycerol O-acyltransferase 1	DGAT2L1	DGAT2L, MGAT1
HGNC:23248	MOGAT2	monoacylglycerol O-acyltransferase 2		MGAT2, DGAT2L5, FLJ22644
HGNC:23249	MOGAT3	monoacylglycerol O-acyltransferase 3		DC7, MGAT3, DGAT2L2
HGNC:24862	MOGS	mannosyl-oligosaccharide glucosidase		GCS1, CWH41, DER7
HGNC:9833	MOK	MOK protein kinase	RAGE	RAGE1, STK30
HGNC:28207	MON1A	MON1 homolog A, secretory trafficking associated		MGC13272, SAND1
HGNC:25020	MON1B	MON1 homolog B, secretory trafficking associated		SAND2, HSRG1, KIAA0872
HGNC:29177	MON2	MON2 homolog, regulator of endosome-to-Golgi trafficking		KIAA1040
HGNC:7198	MORC1	MORC family CW-type zinc finger 1	MORC	ZCW6, CT33
HGNC:40377	MORC1-AS1	MORC1 antisense RNA 1		
HGNC:23573	MORC2	MORC family CW-type zinc finger 2	ZCWCC1	ZCW3, KIAA0852, AC004542.C22.1
HGNC:26662	MORC2-AS1	MORC2 antisense RNA 1	C22orf27, NCRNA00325	FLJ35801
HGNC:23572	MORC3	MORC family CW-type zinc finger 3	ZCWCC3	ZCW5, NXP2, KIAA0136
HGNC:23485	MORC4	MORC family CW-type zinc finger 4	ZCWCC2	ZCW4, FLJ11565
HGNC:15773	MORF4	mortality factor 4 (pseudogene)	SEN, SEN1	
HGNC:16989	MORF4L1	mortality factor 4 like 1		MRG15, MORFRG15, HsT17725, Eaf3, MEAF3
HGNC:20400	MORF4L1P1	mortality factor 4 like 1 pseudogene 1	MORF4LP1	MRG1
HGNC:20401	MORF4L1P2	mortality factor 4 like 1 pseudogene 2	MORF4LP2	
HGNC:20402	MORF4L1P3	mortality factor 4 like 1 pseudogene 3	MORF4LP3	MRG11
HGNC:39257	MORF4L1P4	mortality factor 4 like 1 pseudogene 4		
HGNC:35425	MORF4L1P5	mortality factor 4 like 1 pseudogene 5	MORF4LP5	
HGNC:39258	MORF4L1P6	mortality factor 4 like 1 pseudogene 6		
HGNC:39259	MORF4L1P7	mortality factor 4 like 1 pseudogene 7		
HGNC:16849	MORF4L2	mortality factor 4 like 2		KIAA0026, MRGX
HGNC:27991	MORF4L2-AS1	MORF4L2 antisense RNA 1		
HGNC:20403	MORF4L2P1	mortality factor 4 like 2 pseudogene 1	MORF4LP4	MRG4
HGNC:25852	MORN1	MORN repeat containing 1		FLJ13941
HGNC:30166	MORN2	MORN repeat containing 2		MOPT
HGNC:29807	MORN3	MORN repeat containing 3		
HGNC:24001	MORN4	MORN repeat containing 4	C10orf83	bA548K23.4, FLJ25925, rtp
HGNC:17841	MORN5	MORN repeat containing 5	C9orf113, C9orf18	FLJ46909
HGNC:7199	MOS	v-mos Moloney murine sarcoma viral oncogene homolog		
HGNC:25235	MOSPD1	motile sperm domain containing 1		dJ473B4
HGNC:28381	MOSPD2	motile sperm domain containing 2		MGC26706
HGNC:25078	MOSPD3	motile sperm domain containing 3		CDS3, NET30
HGNC:7200	MOV10	Mov10 RISC complex RNA helicase		gb110, MGC2948, fSAP113
HGNC:7201	MOV10L1	Mov10 RISC complex RNA helicase like 1		DJ402G11.8, DKFZp434B0717, CHAMP
HGNC:7204	MOX44~withdrawn	symbol withdrawn, see CD53		
HGNC:21063	MOXD1	monooxygenase, DBH-like 1		DKFZP564G202, MOX, dJ248E1.1
HGNC:33605	MOXD2P	monooxygenase, DBH-like 2, pseudogene	MOXD2	
HGNC:7205	MPB1~withdrawn	symbol withdrawn, see ENO1		
HGNC:21606	MPC1	mitochondrial pyruvate carrier 1	BRP44L	dJ68L15.3, CGI-129
HGNC:44205	MPC1L	mitochondrial pyruvate carrier 1-like		
HGNC:24515	MPC2	mitochondrial pyruvate carrier 2	BRP44	DKFZP564B167
HGNC:7206	MPD1~withdrawn	symbol withdrawn, see MYH7		
HGNC:32384	MPD2~withdrawn	symbol withdrawn, see MATR3		
HGNC:7207	MPDU1	mannose-P-dolichol utilization defect 1		SL15, Lec35, PQLC5, CDGIf
HGNC:7208	MPDZ	multiple PDZ domain crumbs cell polarity complex component		MUPP1
HGNC:7209	MPE	malignant proliferation, eosinophil		
HGNC:29619	MPEG1	macrophage expressed 1		MPG1
HGNC:7210	MPFD	myopathy with fiber type disproportion		CFTD, CFTDM
HGNC:7211	MPG	N-methylpurine DNA glycosylase		MDG
HGNC:7214	MPHOSPH6	M-phase phosphoprotein 6		MPP6
HGNC:29810	MPHOSPH8	M-phase phosphoprotein 8		mpp8, HSMPP8
HGNC:7215	MPHOSPH9	M-phase phosphoprotein 9		MPP9
HGNC:7213	MPHOSPH10	M-phase phosphoprotein 10		MPP10, MPP10P, CT90, PPP1R106
HGNC:7216	MPI	mannose phosphate isomerase		
HGNC:7217	MPL	MPL proto-oncogene, thrombopoietin receptor		CD110, TPOR
HGNC:16002	MPLKIP	M-phase specific PLK1 interacting protein	C7orf11	ORF20, TTDN1
HGNC:25934	MPND	MPN domain containing		FLJ14981
HGNC:7218	MPO	myeloperoxidase		
HGNC:7219	MPP1	membrane protein, palmitoylated 1	DXS552E	PEMP
HGNC:7220	MPP2	membrane protein, palmitoylated 2	DLG2	DKFZp761D0712
HGNC:7221	MPP3	membrane protein, palmitoylated 3	DLG3	
HGNC:13680	MPP4	membrane protein, palmitoylated 4	DLG6	
